Module	Section	Sample Name	Source
QualiMap	genome_results	V350002156_L1_TRYlhwR021523-526	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/6-Amp/res/6-Amp/qualimap/genome_results.txt
QualiMap	genome_results	V350002156_L1_TRYlhwR021524-527	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/7-Amp/res/7-Amp/qualimap/genome_results.txt
QualiMap	genome_results	V350002156_L1_TRYlhwR021525-528	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/8-Amp/res/8-Amp/qualimap/genome_results.txt
QualiMap	genome_results	V350002156_L1_TRYlhwR021526-529	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/9-Amp/res/9-Amp/qualimap/genome_results.txt
QualiMap	coverage_histogram	10-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/10-Amp/res/10-Amp/qualimap/10-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	1-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/1-Amp/res/1-Amp/qualimap/1-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	2-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/2-Amp/res/2-Amp/qualimap/2-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	3-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/3-Amp/res/3-Amp/qualimap/3-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	5-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/5-Amp/res/5-Amp/qualimap/5-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	6-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/6-Amp/res/6-Amp/qualimap/6-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	7-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/7-Amp/res/7-Amp/qualimap/7-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	8-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/8-Amp/res/8-Amp/qualimap/8-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	9-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/9-Amp/res/9-Amp/qualimap/9-Amp/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	insert_size_histogram	10-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/10-Amp/res/10-Amp/qualimap/10-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	1-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/1-Amp/res/1-Amp/qualimap/1-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	2-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/2-Amp/res/2-Amp/qualimap/2-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	3-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/3-Amp/res/3-Amp/qualimap/3-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	5-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/5-Amp/res/5-Amp/qualimap/5-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	6-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/6-Amp/res/6-Amp/qualimap/6-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	7-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/7-Amp/res/7-Amp/qualimap/7-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	8-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/8-Amp/res/8-Amp/qualimap/8-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	insert_size_histogram	9-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/9-Amp/res/9-Amp/qualimap/9-Amp/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	mapped_gc_distribution	10-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/10-Amp/res/10-Amp/qualimap/10-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	1-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/1-Amp/res/1-Amp/qualimap/1-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	2-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/2-Amp/res/2-Amp/qualimap/2-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	3-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/3-Amp/res/3-Amp/qualimap/3-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	5-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/5-Amp/res/5-Amp/qualimap/5-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	6-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/6-Amp/res/6-Amp/qualimap/6-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	7-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/7-Amp/res/7-Amp/qualimap/7-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	8-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/8-Amp/res/8-Amp/qualimap/8-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	9-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/9-Amp/res/9-Amp/qualimap/9-Amp/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021527-530	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/10-Amp/res/10-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021518-521	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/1-Amp/res/1-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021519-522	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/2-Amp/res/2-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021520-523	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/3-Amp/res/3-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021522-525	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/5-Amp/res/5-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021523-526	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/6-Amp/res/6-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021524-527	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/7-Amp/res/7-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021525-528	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/8-Amp/res/8-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	V350002156_L1_TRYlhwR021526-529	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/9-Amp/res/9-Amp/qualimap/rnaseq_qc_results.txt
QualiMap	rna_coverage_histogram	10-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/10-Amp/res/10-Amp/qualimap/10-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	1-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/1-Amp/res/1-Amp/qualimap/1-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	2-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/2-Amp/res/2-Amp/qualimap/2-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	3-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/3-Amp/res/3-Amp/qualimap/3-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	5-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/5-Amp/res/5-Amp/qualimap/5-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	6-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/6-Amp/res/6-Amp/qualimap/6-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	7-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/7-Amp/res/7-Amp/qualimap/7-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	8-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/8-Amp/res/8-Amp/qualimap/8-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
QualiMap	rna_coverage_histogram	9-Amp	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/9-Amp/res/9-Amp/qualimap/9-Amp/raw_data_qualimapReport/coverage_profile_along_genes_(total).txt
featureCounts	all_sections	V350002156_L1_TRYlhwR021527-530	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/10-Amp/res/10-Amp/featureCounts/counts.txt.summary
featureCounts	all_sections	V350002156_L1_TRYlhwR021518-521	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/1-Amp/res/1-Amp/featureCounts/counts.txt.summary
featureCounts	all_sections	V350002156_L1_TRYlhwR021519-522	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/2-Amp/res/2-Amp/featureCounts/counts.txt.summary
featureCounts	all_sections	V350002156_L1_TRYlhwR021520-523	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/3-Amp/res/3-Amp/featureCounts/counts.txt.summary
featureCounts	all_sections	V350002156_L1_TRYlhwR021522-525	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/5-Amp/res/5-Amp/featureCounts/counts.txt.summary
featureCounts	all_sections	V350002156_L1_TRYlhwR021523-526	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/6-Amp/res/6-Amp/featureCounts/counts.txt.summary
featureCounts	all_sections	V350002156_L1_TRYlhwR021524-527	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/7-Amp/res/7-Amp/featureCounts/counts.txt.summary
featureCounts	all_sections	V350002156_L1_TRYlhwR021525-528	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/8-Amp/res/8-Amp/featureCounts/counts.txt.summary
featureCounts	all_sections	V350002156_L1_TRYlhwR021526-529	/cluster/majf_lab/mtinti/simone_amplicon/TRYlhwR/Clean/9-Amp/res/9-Amp/featureCounts/counts.txt.summary
